Country,Market Year,Calendar Year,Month,Area Harvested,Beginning Stocks,Ending Stocks,FSI Consumption,Feed and Residual,MY Exports,MY Imports,Production,TY Exports,TY Imp. from U.S.,TY Imports,Total Consumption,Total Distribution,Total Supply,Yield
Cambodia,2019,2022,12,228.0,223.0,207.0,200.0,600.0,600.0,80.0,1304.0,600.0,0.0,80.0,800.0,1607.0,1607.0,5.7193
Cambodia,2020,2022,12,211.0,207.0,192.0,200.0,400.0,500.0,100.0,985.0,500.0,0.0,100.0,600.0,1292.0,1292.0,4.6682
Cambodia,2021,2023,4,185.0,192.0,107.0,200.0,450.0,450.0,120.0,895.0,450.0,0.0,120.0,650.0,1207.0,1207.0,4.8378
Cambodia,2022,2023,5,171.0,107.0,113.0,200.0,450.0,400.0,150.0,906.0,400.0,0.0,150.0,650.0,1163.0,1163.0,5.2982
Cambodia,2023,2024,1,180.0,113.0,83.0,205.0,450.0,500.0,160.0,965.0,500.0,0.0,160.0,655.0,1238.0,1238.0,5.3611
Chad,2014,2017,5,286.0,24.0,7.0,325.0,50.0,0.0,25.0,333.0,0.0,0.0,25.0,375.0,382.0,382.0,1.1643
Chad,2015,2018,5,305.0,7.0,7.0,325.0,50.0,0.0,25.0,350.0,0.0,0.0,25.0,375.0,382.0,382.0,1.1475
Chad,2016,2018,5,349.0,7.0,36.0,350.0,75.0,0.0,10.0,444.0,0.0,0.0,10.0,425.0,461.0,461.0,1.2722
Chad,2017,2019,5,336.0,36.0,18.0,350.0,75.0,0.0,10.0,397.0,0.0,0.0,10.0,425.0,443.0,443.0,1.1815
Chad,2018,2020,5,342.0,18.0,41.0,350.0,75.0,0.0,10.0,438.0,0.0,0.0,10.0,425.0,466.0,466.0,1.2807
Chad,2019,2021,5,328.0,41.0,41.0,350.0,75.0,0.0,10.0,415.0,0.0,0.0,10.0,425.0,466.0,466.0,1.2652
Chad,2020,2022,11,339.0,41.0,33.0,350.0,75.0,0.0,10.0,407.0,0.0,0.0,10.0,425.0,458.0,458.0,1.2006
Chad,2021,2023,5,325.0,33.0,18.0,350.0,40.0,0.0,10.0,365.0,0.0,0.0,10.0,390.0,408.0,408.0,1.1231
Chad,2022,2023,5,350.0,18.0,27.0,325.0,40.0,0.0,10.0,364.0,0.0,0.0,10.0,365.0,392.0,392.0,1.04
Chad,2023,2024,1,330.0,27.0,37.0,350.0,50.0,0.0,10.0,400.0,0.0,0.0,10.0,400.0,437.0,437.0,1.2121
Sri Lanka,2014,2019,6,70.0,43.0,53.0,200.0,150.0,0.0,99.0,261.0,0.0,0.0,57.0,350.0,403.0,403.0,3.7286
Sri Lanka,2015,2022,5,68.0,53.0,14.0,200.0,140.0,0.0,57.0,244.0,0.0,0.0,71.0,340.0,354.0,354.0,3.5882
Sri Lanka,2016,2022,5,53.0,14.0,15.0,200.0,130.0,0.0,134.0,197.0,0.0,0.0,79.0,330.0,345.0,345.0,3.717
Sri Lanka,2017,2022,5,71.0,15.0,39.0,200.0,175.0,0.0,129.0,270.0,0.0,2.0,113.0,375.0,414.0,414.0,3.8028
Sri Lanka,2018,2022,5,63.0,39.0,27.0,200.0,175.0,0.0,117.0,246.0,0.0,0.0,161.0,375.0,402.0,402.0,3.9048
Sri Lanka,2019,2022,5,78.0,27.0,18.0,200.0,125.0,0.0,3.0,313.0,0.0,0.0,84.0,325.0,343.0,343.0,4.0128
Sri Lanka,2020,2022,8,108.0,18.0,50.0,200.0,275.0,0.0,32.0,475.0,0.0,0.0,3.0,475.0,525.0,525.0,4.3981
Sri Lanka,2021,2023,7,70.0,50.0,30.0,200.0,275.0,0.0,182.0,273.0,0.0,0.0,81.0,475.0,505.0,505.0,3.9
Sri Lanka,2022,2023,11,70.0,30.0,23.0,200.0,155.0,0.0,75.0,273.0,0.0,0.0,164.0,355.0,378.0,378.0,3.9
Sri Lanka,2023,2024,1,70.0,23.0,16.0,200.0,180.0,0.0,100.0,273.0,0.0,0.0,80.0,380.0,396.0,396.0,3.9
Congo (Brazzaville),2014,2016,10,14.0,0.0,0.0,24.0,0.0,0.0,10.0,14.0,0.0,0.0,10.0,24.0,24.0,24.0,1.0
Congo (Brazzaville),2015,2016,4,13.0,0.0,0.0,23.0,0.0,0.0,10.0,13.0,0.0,0.0,10.0,23.0,23.0,23.0,1.0
Congo (Brazzaville),2016,2017,4,13.0,0.0,0.0,23.0,0.0,0.0,10.0,13.0,0.0,0.0,10.0,23.0,23.0,23.0,1.0
Congo (Brazzaville),2017,2018,4,13.0,0.0,0.0,23.0,0.0,0.0,10.0,13.0,0.0,0.0,10.0,23.0,23.0,23.0,1.0
Congo (Brazzaville),2018,2019,4,13.0,0.0,0.0,23.0,0.0,0.0,10.0,13.0,0.0,0.0,10.0,23.0,23.0,23.0,1.0
Congo (Brazzaville),2019,2020,8,13.0,0.0,0.0,63.0,0.0,0.0,50.0,13.0,0.0,0.0,50.0,63.0,63.0,63.0,1.0
Congo (Brazzaville),2020,2022,7,13.0,0.0,0.0,63.0,0.0,0.0,50.0,13.0,0.0,0.0,50.0,63.0,63.0,63.0,1.0
Congo (Brazzaville),2021,2023,1,13.0,0.0,0.0,63.0,0.0,0.0,50.0,13.0,0.0,0.0,50.0,63.0,63.0,63.0,1.0
Congo (Brazzaville),2022,2023,4,13.0,0.0,0.0,63.0,0.0,0.0,50.0,13.0,0.0,0.0,50.0,63.0,63.0,63.0,1.0
Congo (Brazzaville),2023,2024,1,13.0,0.0,0.0,63.0,0.0,0.0,50.0,13.0,0.0,0.0,50.0,63.0,63.0,63.0,1.0
Congo (Kinshasa),2014,2019,11,1600.0,206.0,226.0,1850.0,150.0,0.0,20.0,2000.0,0.0,0.0,10.0,2000.0,2226.0,2226.0,1.25
Congo (Kinshasa),2015,2021,5,1600.0,226.0,215.0,1900.0,170.0,0.0,20.0,2039.0,0.0,0.0,20.0,2070.0,2285.0,2285.0,1.2744
Congo (Kinshasa),2016,2021,5,1600.0,215.0,261.0,1900.0,170.0,0.0,25.0,2091.0,0.0,5.0,25.0,2070.0,2331.0,2331.0,1.3069
Congo (Kinshasa),2017,2021,5,1600.0,261.0,197.0,2100.0,170.0,0.0,20.0,2186.0,0.0,0.0,20.0,2270.0,2467.0,2467.0,1.3663
Congo (Kinshasa),2018,2021,5,1600.0,197.0,233.0,2000.0,170.0,0.0,20.0,2186.0,0.0,0.0,20.0,2170.0,2403.0,2403.0,1.3663
Congo (Kinshasa),2019,2021,5,1600.0,233.0,207.0,2000.0,170.0,0.0,5.0,2139.0,0.0,0.0,10.0,2170.0,2377.0,2377.0,1.3369
Congo (Kinshasa),2020,2023,5,1600.0,207.0,263.0,2000.0,170.0,0.0,40.0,2186.0,0.0,0.0,40.0,2170.0,2433.0,2433.0,1.3663
Congo (Kinshasa),2021,2023,5,1600.0,263.0,261.0,2100.0,150.0,0.0,5.0,2243.0,0.0,0.0,5.0,2250.0,2511.0,2511.0,1.4019
Congo (Kinshasa),2022,2023,5,1600.0,261.0,231.0,2100.0,150.0,0.0,20.0,2200.0,0.0,0.0,20.0,2250.0,2481.0,2481.0,1.375
Congo (Kinshasa),2023,2024,1,1600.0,231.0,251.0,2100.0,150.0,0.0,20.0,2250.0,0.0,0.0,20.0,2250.0,2501.0,2501.0,1.4063
China,2014,2021,5,42997.0,123588.0,172855.0,62000.0,144000.0,13.0,5516.0,249764.0,13.0,739.0,5516.0,206000.0,378868.0,378868.0,5.8089
China,2015,2021,5,44968.0,172855.0,212017.0,64000.0,165000.0,4.0,3174.0,264992.0,4.0,321.0,3174.0,229000.0,441021.0,441021.0,5.8929
China,2016,2021,11,44178.0,212017.0,223033.0,70000.0,185000.0,61.0,2464.0,263613.0,61.0,825.0,2464.0,255000.0,478094.0,478094.0,5.9671
China,2017,2021,11,42399.0,223033.0,222541.0,76000.0,187000.0,19.0,3456.0,259071.0,19.0,321.0,3456.0,263000.0,485560.0,485560.0,6.1103
China,2018,2021,11,42130.0,222541.0,210179.0,83000.0,191000.0,19.0,4483.0,257174.0,19.0,322.0,4483.0,274000.0,484198.0,484198.0,6.1043
China,2019,2021,11,41280.0,210179.0,200526.0,85000.0,193000.0,12.0,7580.0,260779.0,12.0,3139.0,7580.0,278000.0,478538.0,478538.0,6.3173
China,2020,2023,7,41264.0,200526.0,205704.0,82000.0,203000.0,4.0,29512.0,260670.0,4.0,20869.0,29512.0,285000.0,490708.0,490708.0,6.3171
China,2021,2023,7,43324.0,205704.0,209137.0,82000.0,209000.0,3.0,21884.0,272552.0,3.0,15075.0,21884.0,291000.0,500140.0,500140.0,6.291
China,2022,2023,11,43070.0,209137.0,206040.0,81000.0,218000.0,8.0,18711.0,277200.0,8.0,7539.0,18711.0,299000.0,505048.0,505048.0,6.436
China,2023,2024,1,44218.0,206040.0,211862.0,81000.0,225000.0,20.0,23000.0,288842.0,20.0,0.0,23000.0,306000.0,517882.0,517882.0,6.5322
Chile,2014,2017,10,125.0,377.0,287.0,325.0,2600.0,22.0,1318.0,1539.0,23.0,75.0,1516.0,2925.0,3234.0,3234.0,12.312
Chile,2015,2017,10,102.0,287.0,204.0,325.0,2400.0,24.0,1492.0,1174.0,24.0,507.0,1539.0,2725.0,2953.0,2953.0,11.5098
Chile,2016,2018,4,95.0,204.0,189.0,300.0,2400.0,22.0,1644.0,1063.0,22.0,389.0,1484.0,2700.0,2911.0,2911.0,11.1895
Chile,2017,2019,4,89.0,189.0,279.0,325.0,2800.0,27.0,2132.0,1110.0,27.0,16.0,1893.0,3125.0,3431.0,3431.0,12.4719
Chile,2018,2020,9,80.0,279.0,207.0,325.0,3000.0,23.0,2303.0,973.0,22.0,16.0,2292.0,3325.0,3555.0,3555.0,12.1625
Chile,2019,2021,5,65.0,207.0,136.0,320.0,3100.0,31.0,2787.0,593.0,31.0,155.0,2751.0,3420.0,3587.0,3587.0,9.1231
Chile,2020,2022,6,67.0,136.0,143.0,320.0,2700.0,30.0,2263.0,794.0,29.0,228.0,2333.0,3020.0,3193.0,3193.0,11.8507
Chile,2021,2023,4,55.0,143.0,159.0,320.0,2700.0,21.0,2449.0,608.0,21.0,0.0,2497.0,3020.0,3200.0,3200.0,11.0545
Chile,2022,2023,11,50.0,159.0,114.0,320.0,2600.0,25.0,2350.0,550.0,21.0,20.0,2344.0,2920.0,3059.0,3059.0,11.0
Chile,2023,2024,1,65.0,114.0,149.0,320.0,2700.0,20.0,2350.0,725.0,20.0,0.0,2350.0,3020.0,3189.0,3189.0,11.1538
Cameroon,2014,2018,5,1110.0,153.0,337.0,1600.0,200.0,0.0,25.0,1959.0,0.0,0.0,25.0,1800.0,2137.0,2137.0,1.7649
Cameroon,2015,2019,5,1190.0,337.0,443.0,1800.0,200.0,0.0,35.0,2071.0,0.0,2.0,35.0,2000.0,2443.0,2443.0,1.7403
Cameroon,2016,2019,5,1207.0,443.0,452.0,2000.0,200.0,0.0,45.0,2164.0,0.0,0.0,45.0,2200.0,2652.0,2652.0,1.7929
Cameroon,2017,2022,5,1169.0,452.0,332.0,2000.0,200.0,0.0,15.0,2065.0,0.0,0.0,15.0,2200.0,2532.0,2532.0,1.7665
Cameroon,2018,2022,5,1189.0,332.0,142.0,2100.0,200.0,0.0,10.0,2100.0,0.0,0.0,10.0,2300.0,2442.0,2442.0,1.7662
Cameroon,2019,2022,5,1188.0,142.0,126.0,2000.0,150.0,0.0,25.0,2109.0,0.0,0.0,25.0,2150.0,2276.0,2276.0,1.7753
Cameroon,2020,2022,5,1182.0,126.0,97.0,2000.0,150.0,0.0,30.0,2091.0,0.0,0.0,30.0,2150.0,2247.0,2247.0,1.769
Cameroon,2021,2023,5,1186.0,97.0,157.0,1900.0,150.0,0.0,10.0,2100.0,0.0,0.0,10.0,2050.0,2207.0,2207.0,1.7707
Cameroon,2022,2023,5,1300.0,157.0,182.0,2000.0,200.0,0.0,25.0,2200.0,0.0,0.0,25.0,2200.0,2382.0,2382.0,1.6923
Cameroon,2023,2024,1,1200.0,182.0,157.0,2100.0,150.0,0.0,25.0,2200.0,0.0,0.0,25.0,2250.0,2407.0,2407.0,1.8333
Colombia,2014,2016,12,415.0,801.0,736.0,1350.0,4700.0,4.0,4496.0,1493.0,4.0,4477.0,4496.0,6050.0,6790.0,6790.0,3.5976
Colombia,2015,2021,3,401.0,736.0,512.0,1350.0,4800.0,3.0,4458.0,1471.0,3.0,4471.0,4458.0,6150.0,6665.0,6665.0,3.6683
Colombia,2016,2021,3,421.0,512.0,210.0,1350.0,5000.0,1.0,4754.0,1295.0,1.0,4727.0,4754.0,6350.0,6561.0,6561.0,3.076
Colombia,2017,2021,3,380.0,210.0,240.0,1400.0,5100.0,1.0,5201.0,1330.0,1.0,5087.0,5201.0,6500.0,6741.0,6741.0,3.5
Colombia,2018,2022,1,394.0,240.0,315.0,1450.0,5900.0,1.0,6048.0,1378.0,1.0,4412.0,6048.0,7350.0,7666.0,7666.0,3.4975
Colombia,2019,2022,1,373.0,315.0,285.0,1500.0,5900.0,1.0,5976.0,1395.0,1.0,5316.0,5976.0,7400.0,7686.0,7686.0,3.7399
Colombia,2020,2022,3,364.0,285.0,307.0,1450.0,5800.0,2.0,5795.0,1479.0,2.0,3605.0,5795.0,7250.0,7559.0,7559.0,4.0632
Colombia,2021,2022,12,390.0,307.0,398.0,1500.0,6500.0,1.0,6512.0,1580.0,1.0,4274.0,6512.0,8000.0,8399.0,8399.0,4.0513
Colombia,2022,2023,12,380.0,398.0,340.0,1500.0,6400.0,1.0,6343.0,1500.0,1.0,2608.0,6343.0,7900.0,8241.0,8241.0,3.9474
Colombia,2023,2024,1,390.0,340.0,389.0,1550.0,6500.0,1.0,6500.0,1600.0,1.0,0.0,6500.0,8050.0,8440.0,8440.0,4.1026
Costa Rica,2014,2021,5,5.0,22.0,60.0,60.0,730.0,0.0,819.0,9.0,0.0,757.0,819.0,790.0,850.0,850.0,1.8
Costa Rica,2015,2021,5,5.0,60.0,35.0,60.0,750.0,0.0,776.0,9.0,0.0,532.0,776.0,810.0,845.0,845.0,1.8
Costa Rica,2016,2021,5,5.0,35.0,29.0,60.0,830.0,0.0,876.0,8.0,0.0,851.0,876.0,890.0,919.0,919.0,1.6
Costa Rica,2017,2021,11,3.0,29.0,27.0,60.0,820.0,0.0,873.0,5.0,0.0,818.0,873.0,880.0,907.0,907.0,1.6667
Costa Rica,2018,2021,11,3.0,27.0,20.0,60.0,870.0,0.0,918.0,5.0,0.0,844.0,918.0,930.0,950.0,950.0,1.6667
Costa Rica,2019,2021,11,3.0,20.0,17.0,60.0,930.0,0.0,982.0,5.0,0.0,862.0,982.0,990.0,1007.0,1007.0,1.6667
Costa Rica,2020,2022,11,3.0,17.0,12.0,60.0,780.0,0.0,829.0,6.0,0.0,763.0,829.0,840.0,852.0,852.0,2.0
Costa Rica,2021,2023,12,3.0,12.0,30.0,60.0,780.0,0.0,852.0,6.0,0.0,672.0,852.0,840.0,870.0,870.0,2.0
Costa Rica,2022,2023,12,3.0,30.0,36.0,60.0,950.0,0.0,1010.0,6.0,0.0,516.0,1010.0,1010.0,1046.0,1046.0,2.0
Costa Rica,2023,2024,1,3.0,36.0,32.0,60.0,1050.0,0.0,1100.0,6.0,0.0,0.0,1100.0,1110.0,1142.0,1142.0,2.0
Central African Republic,2014,2018,5,99.0,0.0,0.0,80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,80.0,80.0,80.0,0.8081
Central African Republic,2015,2018,5,101.0,0.0,0.0,80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,80.0,80.0,80.0,0.7921
Central African Republic,2016,2018,5,115.0,0.0,0.0,92.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,92.0,92.0,92.0,0.8
Central African Republic,2017,2021,5,111.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,90.0,90.0,0.8108
Central African Republic,2018,2023,5,111.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,90.0,90.0,0.8108
Central African Republic,2019,2023,5,129.0,0.0,0.0,104.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,104.0,104.0,104.0,0.8062
Central African Republic,2020,2023,5,135.0,0.0,0.0,108.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,108.0,108.0,108.0,0.8
Central African Republic,2021,2022,4,125.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,90.0,90.0,0.72
Central African Republic,2022,2023,4,125.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,90.0,90.0,0.72
Central African Republic,2023,2024,1,125.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,90.0,90.0,0.72
Cuba,2014,2016,4,186.0,162.0,175.0,300.0,1000.0,0.0,886.0,427.0,0.0,26.0,886.0,1300.0,1475.0,1475.0,2.2957
Cuba,2015,2017,9,150.0,175.0,116.0,300.0,975.0,0.0,853.0,363.0,0.0,138.0,853.0,1275.0,1391.0,1391.0,2.42
Cuba,2016,2017,12,170.0,116.0,134.0,300.0,1050.0,0.0,964.0,404.0,0.0,286.0,964.0,1350.0,1484.0,1484.0,2.3765
Cuba,2017,2018,12,158.0,134.0,70.0,200.0,950.0,0.0,712.0,374.0,0.0,117.0,712.0,1150.0,1220.0,1220.0,2.3671
Cuba,2018,2022,2,145.0,70.0,36.0,180.0,650.0,0.0,450.0,346.0,0.0,58.0,450.0,830.0,866.0,866.0,2.3862
Cuba,2019,2022,2,128.0,36.0,18.0,250.0,600.0,0.0,556.0,276.0,0.0,30.0,556.0,850.0,868.0,868.0,2.1563
Cuba,2020,2022,8,129.0,18.0,17.0,250.0,500.0,0.0,492.0,257.0,0.0,5.0,492.0,750.0,767.0,767.0,1.9922
Cuba,2021,2022,11,126.0,17.0,13.0,240.0,350.0,0.0,347.0,239.0,0.0,30.0,347.0,590.0,603.0,603.0,1.8968
Cuba,2022,2023,11,125.0,13.0,11.0,220.0,250.0,0.0,218.0,250.0,0.0,0.0,218.0,470.0,481.0,481.0,2.0
Cuba,2023,2024,1,125.0,11.0,11.0,300.0,400.0,0.0,450.0,250.0,0.0,0.0,450.0,700.0,711.0,711.0,2.0
Cabo Verde,2014,2018,5,31.0,0.0,0.0,23.0,0.0,0.0,22.0,1.0,0.0,0.0,22.0,23.0,23.0,23.0,0.0323
Cabo Verde,2015,2018,5,31.0,0.0,0.0,51.0,0.0,0.0,42.0,9.0,0.0,0.0,42.0,51.0,51.0,51.0,0.2903
Cabo Verde,2016,2021,11,32.0,0.0,0.0,37.0,0.0,0.0,31.0,6.0,0.0,0.0,31.0,37.0,37.0,37.0,0.1875
Cabo Verde,2017,2021,11,32.0,0.0,0.0,12.0,0.0,0.0,11.0,1.0,0.0,0.0,11.0,12.0,12.0,12.0,0.0313
Cabo Verde,2018,2021,11,32.0,0.0,0.0,12.0,0.0,0.0,11.0,1.0,0.0,0.0,11.0,12.0,12.0,12.0,0.0313
Cabo Verde,2019,2021,11,28.0,0.0,0.0,15.0,0.0,0.0,14.0,1.0,0.0,0.0,14.0,15.0,15.0,15.0,0.0357
Cabo Verde,2020,2022,5,30.0,0.0,0.0,29.0,0.0,0.0,28.0,1.0,0.0,0.0,28.0,29.0,29.0,29.0,0.0333
Cabo Verde,2021,2022,11,30.0,0.0,0.0,27.0,0.0,0.0,26.0,1.0,0.0,0.0,26.0,27.0,27.0,27.0,0.0333
Cabo Verde,2022,2023,11,30.0,0.0,0.0,44.0,0.0,0.0,40.0,4.0,0.0,0.0,40.0,44.0,44.0,44.0,0.1333
Cabo Verde,2023,2024,1,30.0,0.0,0.0,26.0,0.0,0.0,25.0,1.0,0.0,0.0,25.0,26.0,26.0,26.0,0.0333
Benin,2014,2016,5,968.0,63.0,64.0,1200.0,150.0,5.0,2.0,1354.0,5.0,0.0,2.0,1350.0,1419.0,1419.0,1.3988
Benin,2015,2018,5,1004.0,64.0,51.0,1125.0,175.0,0.0,1.0,1286.0,0.0,0.0,1.0,1300.0,1351.0,1351.0,1.2809
Benin,2016,2022,11,1000.0,51.0,54.0,1200.0,175.0,0.0,1.0,1377.0,0.0,0.0,1.0,1375.0,1429.0,1429.0,1.377
Benin,2017,2022,11,1100.0,54.0,139.0,1200.0,170.0,0.0,1.0,1454.0,0.0,0.0,1.0,1370.0,1509.0,1509.0,1.3218
Benin,2018,2022,11,1158.0,139.0,179.0,1300.0,170.0,0.0,0.0,1510.0,0.0,0.0,0.0,1470.0,1649.0,1649.0,1.304
Benin,2019,2022,11,1470.0,179.0,186.0,1400.0,175.0,0.0,1.0,1581.0,0.0,0.0,1.0,1575.0,1761.0,1761.0,1.0755
Benin,2020,2022,11,1267.0,186.0,176.0,1450.0,175.0,0.0,3.0,1612.0,0.0,0.0,3.0,1625.0,1801.0,1801.0,1.2723
Benin,2021,2022,11,1350.0,176.0,183.0,1450.0,175.0,0.0,4.0,1628.0,0.0,0.0,4.0,1625.0,1808.0,1808.0,1.2059
Benin,2022,2023,5,1350.0,183.0,179.0,1450.0,175.0,0.0,1.0,1620.0,0.0,0.0,1.0,1625.0,1804.0,1804.0,1.2
Benin,2023,2024,1,1350.0,179.0,150.0,1550.0,200.0,0.0,1.0,1720.0,0.0,0.0,1.0,1750.0,1900.0,1900.0,1.2741
Dominican Republic,2014,2019,3,22.0,101.0,131.0,100.0,1100.0,5.0,1202.0,33.0,5.0,576.0,1202.0,1200.0,1336.0,1336.0,1.5
Dominican Republic,2015,2019,3,26.0,131.0,189.0,100.0,1230.0,5.0,1351.0,42.0,5.0,291.0,1351.0,1330.0,1524.0,1524.0,1.6154
Dominican Republic,2016,2019,3,26.0,189.0,177.0,100.0,1250.0,0.0,1294.0,44.0,0.0,769.0,1294.0,1350.0,1527.0,1527.0,1.6923
Dominican Republic,2017,2019,11,26.0,177.0,150.0,100.0,1300.0,0.0,1329.0,44.0,0.0,679.0,1329.0,1400.0,1550.0,1550.0,1.6923
Dominican Republic,2018,2019,11,26.0,150.0,181.0,100.0,1450.0,0.0,1536.0,45.0,0.0,624.0,1536.0,1550.0,1731.0,1731.0,1.7308
Dominican Republic,2019,2021,11,30.0,181.0,85.0,100.0,1400.0,0.0,1354.0,50.0,0.0,488.0,1354.0,1500.0,1585.0,1585.0,1.6667
Dominican Republic,2020,2023,7,28.0,85.0,128.0,100.0,1400.0,0.0,1495.0,48.0,0.0,467.0,1495.0,1500.0,1628.0,1628.0,1.7143
Dominican Republic,2021,2023,7,33.0,128.0,93.0,100.0,1350.0,0.0,1356.0,59.0,0.0,492.0,1356.0,1450.0,1543.0,1543.0,1.7879
Dominican Republic,2022,2023,11,33.0,93.0,84.0,100.0,1350.0,0.0,1386.0,55.0,0.0,336.0,1386.0,1450.0,1534.0,1534.0,1.6667
Dominican Republic,2023,2024,1,33.0,84.0,89.0,100.0,1450.0,5.0,1500.0,60.0,5.0,0.0,1500.0,1550.0,1644.0,1644.0,1.8182
European Union,2014,2023,6,9557.0,6891.0,9626.0,18380.0,59500.0,4027.0,8908.0,75734.0,4027.0,308.0,8908.0,77880.0,91533.0,91533.0,7.9245
European Union,2015,2023,6,9252.0,9626.0,6929.0,18000.0,55500.0,1953.0,14008.0,58748.0,1953.0,477.0,14008.0,73500.0,82382.0,82382.0,6.3498
European Union,2016,2023,6,8557.0,6929.0,7375.0,18400.0,54500.0,2816.0,14253.0,61909.0,2816.0,821.0,14253.0,72900.0,83091.0,83091.0,7.2349
European Union,2017,2023,6,8250.0,7375.0,8931.0,19400.0,56000.0,2732.0,17667.0,62021.0,2732.0,1862.0,17667.0,75400.0,87063.0,87063.0,7.5177
European Union,2018,2023,6,8274.0,8931.0,7592.0,19500.0,65500.0,4273.0,23583.0,64351.0,4273.0,33.0,23583.0,85000.0,96865.0,96865.0,7.7775
European Union,2019,2023,6,8901.0,7592.0,7330.0,19900.0,59100.0,5388.0,17384.0,66742.0,5388.0,3.0,17384.0,79000.0,91718.0,91718.0,7.4983
European Union,2020,2023,6,9241.0,7330.0,7828.0,20500.0,57200.0,3735.0,14493.0,67440.0,3735.0,3.0,14493.0,77700.0,89263.0,89263.0,7.2979
European Union,2021,2023,12,9227.0,7828.0,11388.0,21700.0,60000.0,6025.0,19736.0,71549.0,6025.0,747.0,19736.0,81700.0,99113.0,99113.0,7.7543
European Union,2022,2023,12,8835.0,11388.0,7233.0,20500.0,55000.0,4208.0,23150.0,52403.0,4208.0,174.0,23150.0,75500.0,86941.0,86941.0,5.9313
European Union,2023,2024,1,8280.0,7233.0,7433.0,20900.0,58300.0,4200.0,23500.0,60100.0,4200.0,0.0,23500.0,79200.0,90833.0,90833.0,7.2585
Ecuador,2014,2017,8,365.0,132.0,127.0,80.0,1550.0,1.0,76.0,1550.0,0.0,27.0,74.0,1630.0,1758.0,1758.0,4.2466
Ecuador,2015,2019,12,360.0,127.0,160.0,90.0,1650.0,0.0,13.0,1760.0,0.0,1.0,13.0,1740.0,1900.0,1900.0,4.8889
Ecuador,2016,2019,12,306.0,160.0,24.0,85.0,1300.0,0.0,158.0,1091.0,0.0,49.0,161.0,1385.0,1409.0,1409.0,3.5654
Ecuador,2017,2021,3,359.0,24.0,49.0,80.0,1400.0,0.0,69.0,1436.0,0.0,4.0,72.0,1480.0,1529.0,1529.0,4.0
Ecuador,2018,2021,3,365.0,49.0,36.0,80.0,1300.0,0.0,43.0,1324.0,4.0,28.0,46.0,1380.0,1416.0,1416.0,3.6274
Ecuador,2019,2022,3,323.0,36.0,85.0,85.0,1400.0,5.0,59.0,1480.0,0.0,18.0,66.0,1485.0,1575.0,1575.0,4.582
Ecuador,2020,2022,3,341.0,85.0,28.0,85.0,1350.0,0.0,73.0,1305.0,5.0,30.0,69.0,1435.0,1463.0,1463.0,3.827
Ecuador,2021,2023,6,366.0,28.0,44.0,75.0,1800.0,5.0,197.0,1699.0,0.0,20.0,199.0,1875.0,1924.0,1924.0,4.6421
Ecuador,2022,2023,12,362.0,44.0,88.0,85.0,1700.0,0.0,188.0,1641.0,0.0,0.0,190.0,1785.0,1873.0,1873.0,4.5331
Ecuador,2023,2024,1,350.0,88.0,78.0,85.0,1600.0,0.0,175.0,1500.0,0.0,0.0,175.0,1685.0,1763.0,1763.0,4.2857
Egypt,2014,2017,12,745.0,2463.0,2358.0,2400.0,11500.0,4.0,7839.0,5960.0,4.0,1128.0,7839.0,13900.0,16262.0,16262.0,8.0
Egypt,2015,2017,12,750.0,2358.0,2224.0,2400.0,12450.0,6.0,8722.0,6000.0,6.0,793.0,8722.0,14850.0,17080.0,17080.0,8.0
Egypt,2016,2019,11,750.0,2224.0,1887.0,2400.0,12700.0,10.0,8773.0,6000.0,10.0,269.0,8773.0,15100.0,16997.0,16997.0,8.0
Egypt,2017,2019,11,800.0,1887.0,1846.0,2500.0,13400.0,5.0,9464.0,6400.0,5.0,1646.0,9464.0,15900.0,17751.0,17751.0,8.0
Egypt,2018,2020,1,850.0,1846.0,1810.0,2500.0,13700.0,3.0,9367.0,6800.0,3.0,232.0,9367.0,16200.0,18013.0,18013.0,8.0
Egypt,2019,2020,12,800.0,1810.0,1732.0,2500.0,14400.0,10.0,10432.0,6400.0,10.0,52.0,10432.0,16900.0,18642.0,18642.0,8.0
Egypt,2020,2023,7,800.0,1732.0,1355.0,2500.0,13900.0,10.0,9633.0,6400.0,10.0,506.0,9633.0,16400.0,17765.0,17765.0,8.0
Egypt,2021,2023,1,930.0,1355.0,1557.0,2500.0,14500.0,1.0,9763.0,7440.0,1.0,22.0,9763.0,17000.0,18558.0,18558.0,8.0
Egypt,2022,2023,12,930.0,1557.0,1511.0,2500.0,11200.0,1.0,6215.0,7440.0,1.0,0.0,6215.0,13700.0,15212.0,15212.0,8.0
